first,last,birth,death,gender,id,mother,father
William,Hutchinson,-1,-1,M,@I955@,,
Edward,Hutchinson,-1,-1,M,@I956@,@I954@,@I955@
Catherine,Hamby,-1,-1,F,@I957@,@I1109@,@I1108@
Elisha,Hutchinson,-1,-1,M,@I958@,@I957@,@I956@
Elizabeth,Clarke,-1,-1,F,@I959@,,
Elisha,Hutchinson,1640,1716,M,@I960@,@I959@,@I958@
Hannah,Hawkins,-1,-1,F,@I961@,,
Hannah,Hutchinson,-1,-1,F,@I962@,@I961@,@I960@
John,Ruck,-1,-1,M,@I963@,,
Edward Le,Despencer,-1,-1,M,@I964@,@I930@,@I931@
Anne,Ferrers,-1,-1,F,@I965@,,
Edward,Despencer,-1,-1,M,@I966@,@I965@,@I964@
Elizabeth,Burghersh,-1,-1,F,@I967@,,
Elizabeth,Despencer,-1,-1,F,@I968@,@I967@,@I966@
John,Fitzalan,-1,-1,M,@I969@,,
Margaret,Fitzalan,-1,-1,F,@I970@,@I968@,@I969@
William,De Ros,-1,-1,M,@I971@,,
Margaret,De Ros,-1,-1,F,@I972@,@I970@,@I971@
James,Touchet,-1,-1,M,@I973@,,
Anne,Touchet,-1,-1,F,@I974@,@I972@,@I973@
Thomas,Sutton,-1,-1,M,@I975@,,
Isabel,Sutton,-1,-1,F,@I976@,@I974@,@I975@
Christopher,Southworth,-1,-1,M,@I977@,,
John,Southworth,-1,-1,M,@I978@,@I976@,@I977@
Helen,Langton,-1,-1,F,@I979@,,
Thomas,Southworth,-1,-1,M,@I980@,@I979@,@I978@
Margery,Boteler,-1,-1,F,@I981@,,
John,Southworth,-1,-1,M,@I982@,@I981@,@I980@
Mary,Ashton,-1,-1,F,@I983@,,
Thomas,Southworth,-1,-1,M,@I984@,@I983@,@I982@
Rosamond,Lister,-1,-1,F,@I985@,,
Edward,Southworth,-1,-1,M,@I986@,@I985@,@I984@
Alice,Carpenter,-1,-1,F,@I987@,,
Thomas,Southworth,-1,-1,M,@I988@,@I987@,@I986@
Elizabeth,Reynor,-1,-1,F,@I989@,,
Elizabeth,Southworth,-1,-1,F,@I990@,@I989@,@I988@
Joseph,Howland,-1,-1,M,@I991@,,
Nathaniel,Howland,-1,-1,M,@I992@,@I990@,@I991@
Martha,Cole,-1,-1,F,@I993@,,
Nathaniel,Howland,-1,-1,M,@I994@,@I993@,@I992@
Abigail,Burt,-1,-1,F,@I995@,,
Joseph,Howland,-1,-1,M,@I996@,@I995@,@I994@
Lydia,Bill,-1,-1,F,@I997@,,
Susan,Howland,-1,-1,F,@I998@,@I997@,@I996@
John,Aspinwall,-1,-1,M,@I999@,@I1026@,@I1027@
Mary Rebecca,Aspinwall,1809,1886,F,@I1000@,@I998@,@I999@
Isaac,Roosevelt,1790,1863,M,@I1001@,@I2230@,@I2229@
Anne,Percy,-1,-1,F,@I1002@,@I634@,@I633@
Thomas,Hungerford,-1,-1,M,@I1003@,,
Mary,Hungerford,-1,-1,F,@I1004@,@I1002@,@I1003@
Edward,Hastings,-1,-1,M,@I1005@,,
Anne,Hastings,-1,-1,F,@I1006@,@I1004@,@I1005@
Thomas,Stanley,-1,-1,M,@I1007@,,
Margaret,Stanley,-1,-1,F,@I1008@,@I1006@,@I1007@
Robert,Radcliffe,-1,-1,M,@I1009@,,
Jane,Radcliffe,-1,-1,F,@I1010@,@I1008@,@I1009@
Anthony,Browne,-1,-1,M,@I1011@,,
Anthony,Browne,-1,-1,M,@I1012@,@I1010@,@I1011@
Mary,Dormer,-1,-1,F,@I1013@,,
Dorothy,Browne,-1,-1,F,@I1014@,@I1013@,@I1012@
Edmund,Lee,-1,-1,M,@I1015@,,
Dorothy,Lee,-1,-1,F,@I1016@,@I1014@,@I1015@
John,Temple,-1,-1,M,@I1017@,@I1246@,@I1245@
Mary,Temple,-1,-1,F,@I1018@,@I1016@,@I1017@
Robert,Nelson,-1,-1,M,@I1019@,,
John,Nelson,-1,-1,M,@I1020@,@I1018@,@I1019@
Elizabeth,Tailer,-1,-1,F,@I1021@,,
Rebecca,Nelson,-1,-1,F,@I1022@,@I1021@,@I1020@
Henry,Lloyd,-1,-1,M,@I1023@,,
Margaret,Lloyd,-1,-1,F,@I1024@,@I1022@,@I1023@
William Henry,Smith,-1,-1,M,@I1025@,,
Rebecca,Smith,-1,-1,F,@I1026@,@I1024@,@I1025@
John,Aspinwall,-1,-1,M,@I1027@,,
Elizabeth,Plantagenet,-1,-1,F,@I1028@,@I927@,@I926@
Humphry,De Bohun,-1,-1,M,@I1029@,,
William,De Bohun,-1,-1,M,@I1030@,@I1028@,@I1029@
Elizabeth,Badlesmere,-1,-1,F,@I1031@,,
Elizabeth,De Bohun,-1,-1,F,@I1032@,@I1031@,@I1030@
Richard,Fitzalan,-1,-1,M,@I1033@,,@I933@
Elizabeth,Fitzalan,-1,-1,F,@I1034@,@I1032@,@I1033@
Robert,Goushill,-1,-1,M,@I1035@,,
Elizabeth,Goushill,-1,-1,F,@I1036@,@I1034@,@I1035@
Robert,Wingfield,-1,-1,M,@I1037@,,
Elizabeth,Wingfield,-1,-1,F,@I1038@,@I1036@,@I1037@
William,Brandon,-1,-1,M,@I1039@,,
Eleanor,Brandon,-1,-1,F,@I1040@,@I1038@,@I1039@
John,Glemham,-1,-1,M,@I1041@,,
Anne,Glemham,-1,-1,F,@I1042@,@I1040@,@I1041@
Henry,Pagrave,-1,-1,M,@I1043@,,
Thomas,Pagrave,-1,-1,M,@I1044@,@I1042@,@I1043@
Alice,Gunton,-1,-1,F,@I1045@,,
Edward,Pagrave,-1,-1,M,@I1046@,@I1045@,@I1044@
Richard,Palgrave,1593,1650,M,@I1047@,,@I1046@
Anna,Hanningfield,1594,1668,F,@I1048@,,
Sarah,Palgrave,-1,-1,F,@I1049@,@I1048@,@I1047@
John,Alcock,-1,-1,M,@I1050@,,
Joanna,Alcock,-1,-1,F,@I1051@,@I1049@,@I1050@
Ephraim,Hunt,-1,-1,M,@I1052@,,
Elizabeth,Hunt,-1,-1,F,@I1053@,@I1051@,@I1052@
Lemuel,Pope,-1,-1,M,@I1054@,,
Mercy,Pope,-1,-1,F,@I1055@,@I1053@,@I1054@
Caleb,Church,-1,-1,M,@I1056@,,
Joseph,Church,-1,-1,M,@I1057@,@I1055@,@I1056@
Deborah,Perry,-1,-1,F,@I1058@,,
Deborah,Church,-1,-1,F,@I1059@,@I1058@,@I1057@
Warren,Delano,-1,-1,M,@I1060@,,
Warren,Delano,-1,-1,M,@I1061@,@I1059@,@I1060@
Catherine Robbins,Lyman,-1,-1,F,@I1062@,@I1116@,@I1117@
Henry I of,England,-1,1135,M,@I1063@,,
Elizabeth,_____,-1,-1,F,@I1064@,,@I1063@
_____,Fergus,-1,-1,M,@I1065@,,
Uchtred of,Galloway,-1,-1,M,@I1066@,@I1064@,@I1065@
Gunnild of,Dunbar,-1,-1,F,@I1067@,,
Roland,Galloway,-1,-1,M,@I1068@,@I1067@,@I1066@
Eleana,De Morville,-1,-1,F,@I1069@,,
Alan,Galloway,1400,1420,M,@I1070@,@I1069@,@I1068@
Helen,De Lacey,1400,1420,F,@I1071@,,
Helen of,Galloway,-1,-1,F,@I1072@,@I1071@,@I1070@
Roger,De Quincy,-1,-1,M,@I1073@,,
Elizabeth,De Quincy,-1,-1,F,@I1074@,@I1072@,@I1073@
Alexander,Comyn,-1,-1,M,@I1075@,,
Elizabeth,Comyn,-1,-1,F,@I1076@,@I1074@,@I1075@
Gilbert,De Umfreville,-1,-1,M,@I1077@,,
Robert,De Umfreville,-1,-1,M,@I1078@,@I1076@,@I1077@
Lucy,De Kyme,-1,-1,F,@I1079@,,
Elizabeth,De Umfreville,-1,-1,F,@I1080@,@I1079@,@I1078@
Gilbert,De Boroughdon,-1,-1,M,@I1081@,,
Eleanor,De Boroughdon,-1,-1,F,@I1082@,@I1080@,@I1081@
Henry,Talboys,-1,-1,M,@I1083@,,
Walter,Talboys,1351,1417,M,@I1084@,@I1082@,@I1083@
Margaret,Deincourt,-1,-1,F,@I1085@,,
John,Talboys,-1,-1,M,@I1086@,@I1085@,@I1084@
Agnes,Cokefield,-1,-1,F,@I1087@,,
John,Talboys,-1,-1,M,@I1088@,@I1087@,@I1086@
Katherine,Cibthorpe,-1,-1,F,@I1089@,,
Margaret,Talboys,-1,-1,F,@I1090@,@I1089@,@I1088@
John,Ayscough,-1,-1,M,@I1091@,,
Elizabeth,Ayscough,-1,-1,F,@I1092@,@I1090@,@I1091@
William,Booth,-1,-1,M,@I1093@,,
John,Booth,-1,-1,M,@I1094@,@I1092@,@I1093@
Joan,Talboys,-1,-1,F,@I1095@,@I1082@,@I1083@
Andrew,Luttrell,-1,-1,M,@I1096@,,
Hawise,Luttrell,-1,-1,F,@I1097@,@I1095@,@I1096@
Godfrey,Hilton,-1,-1,M,@I1098@,,
Godfrey,Hilton,-1,-1,M,@I1099@,@I1097@,@I1098@
Margery,_____,-1,-1,F,@I1100@,,
Elizabeth,Hilton,-1,-1,F,@I1101@,@I1100@,@I1099@
Richard,Thimbleby,-1,-1,M,@I1102@,,
Anne,Thimbleby,-1,-1,F,@I1103@,@I1101@,@I1102@
Eleanor,Booth,-1,-1,F,@I1104@,@I1103@,@I1094@
Edward,Hamby,-1,-1,M,@I1105@,,
William,Hamby,-1,-1,M,@I1106@,@I1104@,@I1105@
Margaret,Blewett,-1,-1,F,@I1107@,,
Robert,Hamby,-1,-1,M,@I1108@,@I1107@,@I1106@
Elizabeth,Arnold,-1,-1,F,@I1109@,,
Edward,Hutchinson,-1,-1,M,@I1110@,@I959@,@I958@
Lydia,Foster,-1,-1,F,@I1111@,,
Elizabeth,Hutchinson,-1,-1,F,@I1112@,@I1111@,@I1110@
Nathaniel,Robbins,-1,-1,M,@I1113@,,
Edward Hutchinson,Robbins,-1,-1,M,@I1114@,@I1112@,@I1113@
Elizabeth,Murray,-1,-1,F,@I1115@,,
Anne Jean,Robbins,-1,-1,F,@I1116@,@I1115@,@I1114@
Joseph,Lyman,-1,-1,M,@I1117@,,
Mary,Palgrave,1619,1695,F,@I1118@,@I1048@,@I1047@
Roger,Wellington,-1,-1,M,@I1119@,,
Benjamin,Wellington,-1,-1,M,@I1120@,@I1118@,@I1119@
Elizabeth,Sweetman,-1,-1,F,@I1121@,,
Elizabeth,Wellington,-1,-1,F,@I1122@,@I1121@,@I1120@
John,Fay,-1,-1,M,@I1123@,,
Margaret,De Clare,-1,-1,F,@I1124@,@I928@,@I929@
Piers,De Gaveston,-1,-1,M,@I1125@,,
Amy,De Gaveston,-1,-1,F,@I1126@,@I1124@,@I1125@
John,De Driby,-1,-1,M,@I1127@,,
Alice,De Driby,-1,-1,F,@I1128@,@I1126@,@I1127@
Anketil,Malory,-1,-1,M,@I1129@,,
William,Malory,-1,-1,M,@I1130@,@I1128@,@I1129@
Margaret,Malory,-1,-1,F,@I1131@,,@I1130@
Robert,Corbet,-1,-1,M,@I1132@,,
Mary,Corbet,-1,-1,F,@I1133@,@I1131@,@I1132@
Robert,Charlton,-1,-1,M,@I1134@,,
Richard,Charlton,-1,-1,M,@I1135@,@I1133@,@I1134@
Anne,Mainwaring,-1,-1,F,@I1136@,,
Anne,Charlton,-1,-1,F,@I1137@,@I1136@,@I1135@
Randall,Grosvenor,-1,-1,M,@I1138@,,
Elizabeth,Grosvenor,-1,-1,F,@I1139@,@I1137@,@I1138@
Thomas,Bulkeley,-1,-1,M,@I1140@,,
Edward,Bulkeley,-1,1619,M,@I1141@,@I1139@,@I1140@
Olive,Irby,-1,-1,F,@I1142@,,
Peter,Bulkeley,-1,-1,M,@I1143@,@I1142@,@I1141@
Jane,Allen,-1,-1,F,@I1144@,@I1188@,@I1189@
Edward,Bulkeley,-1,-1,M,@I1145@,@I1144@,@I1143@
Lucian,_____,-1,-1,F,@I1146@,,
Peter,Bulkeley,-1,-1,M,@I1147@,@I1146@,@I1145@
Rebecca,Wheeler,-1,-1,F,@I1148@,,
Robert Ii of,Scotland,-1,1390,M,@I1149@,,
Elizabeth,Mure,-1,-1,F,@I1150@,,
Robert,Stewart,-1,-1,M,@I1151@,@I1150@,@I1149@
Margaret,Graham,-1,-1,F,@I1152@,,
Maria,Stewart,-1,-1,F,@I1153@,@I1152@,@I1151@
William,Abernathy,-1,-1,M,@I1154@,,
William,Abernathy,-1,-1,M,@I1155@,@I1153@,@I1154@
Margaret,Borthwick,-1,-1,F,@I1156@,,
Laurency,Abernathy,-1,-1,M,@I1157@,@I1156@,@I1155@
Margaret,_____,-1,-1,F,@I1158@,,
William,Abernathy,-1,-1,M,@I1159@,@I1158@,@I1157@
_____,Abernathy,-1,-1,F,@I1160@,,@I1159@
William,Ogstoun,-1,-1,M,@I1161@,,
Elizabeth,Ogstoun,-1,-1,F,@I1162@,@I1160@,@I1161@
Adam,Hepburn,-1,-1,M,@I1163@,,
Elizabeth,Hepburn,-1,-1,F,@I1164@,@I1162@,@I1163@
Alexander,Livingston,-1,-1,M,@I1165@,,
Thomas,Livingston,-1,-1,M,@I1166@,@I1164@,@I1165@
Agnes,Menteith,-1,-1,F,@I1167@,,
Alexander,Livingston,-1,-1,M,@I1168@,@I1167@,@I1166@
Marion,Bryson,-1,-1,F,@I1169@,,
Agnes,Livingston,-1,-1,F,@I1170@,@I1169@,@I1168@
William,Livingston,-1,-1,M,@I1171@,,
John,Livingston,1603,1672,M,@I1172@,@I1170@,@I1171@
Janet,Fleming,-1,-1,F,@I1173@,,
Robert,Livingston,-1,-1,M,@I1174@,@I1173@,@I1172@
Alida,Schuyler,-1,-1,F,@I1175@,@I1380@,@I1379@
John,Boteler,-1,-1,M,@I1176@,,
Alice,Boteler,-1,-1,F,@I1177@,@I666@,@I1176@
John,Gerard,-1,-1,M,@I1178@,,
Constance,Gerard,-1,-1,F,@I1179@,@I1177@,@I1178@
Alexander,Standish,-1,-1,M,@I1180@,,
Oliver,Standish,-1,-1,M,@I1181@,@I1179@,@I1180@
Grace,Standish,-1,-1,F,@I1182@,,@I1181@
Ralph,Faircloth,-1,-1,M,@I1183@,,
Lawrence,Faircloth,-1,-1,M,@I1184@,@I1182@,@I1183@
Elizabeth,_____,-1,-1,F,@I1185@,,
Thomas,Faircloth,-1,1795,M,@I1186@,@I1185@,@I1184@
Millicent,Barr,-1,-1,F,@I1187@,,
Mary,Faircloth,-1,-1,F,@I1188@,@I1187@,@I1186@
Thomas,Allen,-1,-1,M,@I1189@,,
Prescott Sheldon,Bush,1922,-1,M,@I1190@,@I691@,@I690@
Nancy,Bush,1926,-1,F,@I1191@,@I691@,@I690@
Jonathan James,Bush,1931,-1,M,@I1192@,@I691@,@I690@
William Trotter,Bush,1938,-1,M,@I1193@,@I691@,@I690@
George Walker,Bush,1946,-1,M,@I1194@,@I677@,@I676@
John Ellis,Bush,-1,-1,M,@I1195@,@I677@,@I676@
Neil Mallon,Bush,-1,-1,M,@I1196@,@I677@,@I676@
Marvin Pierce,Bush,-1,-1,M,@I1197@,@I677@,@I676@
Robin,Bush,-1,-1,F,@I1198@,@I677@,@I676@
Dorothy Walker,Bush,-1,-1,F,@I1199@,@I677@,@I676@
John,Spencer,-1,-1,M,@I1200@,,
John,Spencer,-1,-1,M,@I1201@,,@I1200@
Anne,Empson,-1,-1,F,@I1202@,,
Jane,Spencer,-1,-1,F,@I1203@,@I1202@,@I1201@
William,Cope,-1,-1,M,@I1204@,,
Anthony,Cope,-1,-1,M,@I1205@,@I1203@,@I1204@
Jane,Crews,-1,-1,F,@I1206@,,
Edward,Cope,-1,-1,M,@I1207@,@I1206@,@I1205@
Elizabeth,Mohun,-1,-1,F,@I1208@,,
Ursula,Cope,-1,-1,F,@I1209@,@I1208@,@I1207@
John,D'oyly,-1,-1,M,@I1210@,,
Priscilla,D'oyly,-1,-1,F,@I1211@,@I1209@,@I1210@
Edward,Goddard,-1,-1,M,@I1212@,,
Willaim,Goddard,1630,1690,M,@I1213@,@I1211@,@I1212@
Elizabeth,Miles,-1,-1,F,@I1214@,,
Josiah,Goddard,-1,-1,M,@I1215@,@I1214@,@I1213@
Rachel,Davis,-1,-1,F,@I1216@,,
Rachel,Goddard,-1,-1,F,@I1217@,@I1216@,@I1215@
Obadiah,Coolidge,-1,-1,M,@I1218@,,
Josiah,Coolidge,-1,-1,M,@I1219@,@I1217@,@I1218@
Mary,Jones,-1,-1,F,@I1220@,,
Capt John,Coolidge,1756,1822,M,@I1221@,@I1220@,@I1219@
Hannah,Priest,1750,1829,F,@I1222@,,
Calvin,Coolidge,1780,1853,M,@I1223@,@I1222@,@I1221@
Sarah,Thompson,1789,1856,F,@I1224@,,
Calvin Galusha,Coolidge,1815,1878,M,@I1225@,@I1224@,@I1223@
Sarah Alameda,Brewer,1823,1906,F,@I1226@,,
Thomas,Spencer,-1,-1,M,@I1227@,,@I1200@
Margaret,Smith,-1,-1,F,@I1228@,,
William,Spencer,-1,-1,M,@I1229@,@I1228@,@I1227@
Agnes,Heritage,-1,-1,F,@I1230@,,
Julian,Spencer,-1,-1,F,@I1231@,@I1230@,@I1229@
William,Wilmer,-1,-1,M,@I1232@,,
Anne,Wilmer,-1,-1,F,@I1233@,@I1231@,@I1232@
Henry,Thornton,-1,-1,M,@I1234@,,
William,Spencer,-1,-1,M,@I1235@,,@I1200@
Elizabeth,Empson,-1,-1,F,@I1236@,,
John,Spencer,1460,1522,M,@I1237@,@I1236@,@I1235@
Isabel,Graunt,-1,-1,F,@I1238@,,
William,Spencer,1496,1532,M,@I1239@,@I1238@,@I1237@
Susan,Knightley,1498,1532,F,@I1240@,,
Dorothy,Spencer,1521,1575,F,@I1241@,@I1240@,@I1239@
Thomas,Spencer,-1,1576,M,@I1242@,@I1230@,@I1229@
Susan,Spencer,-1,-1,F,@I1243@,@I1241@,@I1242@
John,Temple,-1,-1,M,@I1244@,,
Thomas,Temple,-1,-1,M,@I1245@,@I1243@,@I1244@
Hester,Sandys,-1,-1,F,@I1246@,,
Robert,Foote,-1,1607,M,@I1247@,,
Joan,Brooke,-1,-1,F,@I1248@,,
Nathaniel,Foote,1591,-1,M,@I1249@,@I1248@,@I1247@
Elizabeth,Deming,-1,-1,F,@I1250@,,
Rebecca,Foote,-1,-1,F,@I1251@,@I1250@,@I1249@
Phillip H,Smith,-1,1904,M,@I1252@,@I1303@,@I1302@
John,Wheeler,1590,1668,M,@I1253@,,
Agnes,Yeomans,-1,-1,F,@I1254@,,
Henry,Wheeler,-1,-1,M,@I1255@,@I1254@,@I1253@
Abigail,Allen,-1,-1,F,@I1256@,,
James,Wheeler,-1,-1,M,@I1257@,@I1256@,@I1255@
Grizzell,Squire,-1,-1,F,@I1258@,,
Thomas,Morse,-1,1566,M,@I1259@,,
Agnes,Lyncoln,1521,1574,F,@I1260@,,
Thomas,Morse,-1,-1,M,@I1261@,@I1260@,@I1259@
Margaret,King,-1,-1,F,@I1262@,,
Samuel,Morse,1576,1653,M,@I1263@,@I1262@,@I1261@
Elizabeth,Jasper,-1,-1,F,@I1264@,,
Mary,Morse,-1,-1,F,@I1265@,@I1264@,@I1263@
Samuel,Bullen,-1,-1,M,@I1266@,,
Mary,Bullen,-1,-1,F,@I1267@,@I1265@,@I1266@
Ephraim,Clark,-1,-1,M,@I1268@,,
Mary,Clark,-1,-1,F,@I1269@,@I1267@,@I1268@
Samuel,Whiting,-1,-1,M,@I1270@,,
Henry,Howland,1566,1635,M,@I1271@,,
Margaret,_____,1567,1629,F,@I1272@,,
John,Howland,-1,1671,M,@I1273@,@I1272@,@I1271@
Elizabeth,Tilley,-1,-1,F,@I1274@,,
Hope,Howland,-1,-1,F,@I1275@,@I1274@,@I1273@
John,Chipman,-1,-1,M,@I1276@,,
Hope,Chipman,-1,-1,F,@I1277@,@I1275@,@I1276@
John,Huckins,-1,-1,M,@I1278@,,
Hope,Huckins,-1,-1,F,@I1279@,@I1277@,@I1278@
Thomas,Nelson,-1,-1,M,@I1280@,,
Hannah,Nelson,-1,-1,F,@I1281@,@I1279@,@I1280@
Jabez,Wood,-1,-1,M,@I1282@,@I1371@,@I1370@
Daniel,Brewer,1600,1646,M,@I1283@,,
Joanna,Morrill,-1,-1,F,@I1284@,,
Sarah,Brewer,-1,-1,F,@I1285@,@I1284@,@I1283@
John,May,-1,-1,M,@I1286@,,
Edward,Gilman,-1,-1,M,@I1287@,,
Mary,Gilman,-1,1680,F,@I1288@,,@I1287@
Nicholas,Jacob,-1,-1,M,@I1289@,,
Deborah,Jacob,-1,-1,F,@I1290@,@I1288@,@I1289@
Nathaniel,Thomas,-1,-1,M,@I1291@,,
William,Thomas,-1,-1,M,@I1292@,@I1290@,@I1291@
Abigail,Ruck,-1,-1,F,@I1293@,,
John,Lathrop,1583,1652,M,@I1294@,,
Hannah,House,-1,-1,F,@I1295@,,
Thomas,Lathrop,-1,-1,M,@I1296@,@I1295@,@I1294@
Sarah,Learned,-1,-1,F,@I1297@,,
Mary,Lathrop,-1,-1,F,@I1298@,@I1297@,@I1296@
William,French,-1,-1,M,@I1299@,,
Hannah,French,-1,-1,F,@I1300@,@I1298@,@I1299@
John,Child,-1,-1,M,@I1301@,,
Samuel,Smith,-1,1679,M,@I1302@,,
Elizabeth,Hunter,-1,-1,F,@I1303@,,
Thomas,Holbrook,-1,1676,M,@I1304@,,
Jane,Powys,-1,-1,F,@I1305@,,
John,Holbrook,-1,-1,M,@I1306@,@I1305@,@I1304@
Elizabeth,Stream,-1,-1,F,@I1307@,,
Hannah,Holbrook,-1,-1,F,@I1308@,@I1307@,@I1306@
Ephraim,Pierce,-1,-1,M,@I1309@,,
Ephraim,Pierce,-1,-1,M,@I1310@,@I1308@,@I1309@
Mary,Low,-1,-1,F,@I1311@,@I1325@,@I1326@
Richard,Ravens,1562,1625,M,@I1312@,,
Elizabeth,Hedge,-1,-1,F,@I1313@,,
Grace,Ravens,1591,1661,F,@I1314@,@I1313@,@I1312@
Thomas,Rogers,-1,-1,M,@I1315@,,
Elizabeth,Rogers,-1,-1,F,@I1316@,@I1314@,@I1315@
Daniel,Smith,-1,-1,M,@I1317@,,
Benjamin,Carpenter,1657,1726,M,@I1318@,,
Renew,Weeks,-1,-1,F,@I1319@,,
William,Arnold,1586,1674,M,@I1320@,,
Christian,Peak,-1,-1,F,@I1321@,,
Stephen,Arnold,-1,-1,M,@I1322@,@I1321@,@I1320@
Joanna,Arnold,-1,-1,F,@I1323@,@I1321@,@I1320@
Zachariah,Rhodes,-1,-1,M,@I1324@,,
Mary,Rhodes,-1,-1,F,@I1325@,@I1323@,@I1324@
John,Low,-1,-1,M,@I1326@,,
John,Stanley,-1,-1,M,@I1327@,,
Susan,Lancock,-1,-1,F,@I1328@,,
Timothy,Stanley,1599,1647,M,@I1329@,@I1328@,@I1327@
Elizabeth,_____,-1,-1,F,@I1330@,,
Elizabeth,Stanley,-1,-1,F,@I1331@,@I1330@,@I1329@
Mark,St. John,-1,-1,M,@I1332@,,
Sarah,St. John,-1,-1,F,@I1333@,@I1331@,@I1332@
Samuel,Keeler,-1,-1,M,@I1334@,,
Jonathan,Fairbanks,-1,1667,M,@I1335@,,
Grace,Smith,-1,-1,F,@I1336@,,
Jonathan,Fairbanks,-1,-1,M,@I1337@,@I1336@,@I1335@
Deborah,Shepard,-1,-1,F,@I1338@,,
Jeremiah,Fairbanks,-1,-1,M,@I1339@,@I1338@,@I1337@
Mary,Penfield,-1,-1,F,@I1340@,,
Thomas,Davenport,-1,1684,M,@I1341@,,
Mary,_____,-1,-1,F,@I1342@,,
Jonathan,Davenport,-1,-1,M,@I1343@,@I1342@,@I1341@
Hannah,Maynard,-1,-1,F,@I1344@,,
Experience,Mitchell,-1,1688,M,@I1345@,,
Jane,Cooke,-1,-1,F,@I1346@,@I1372@,@I1347@
Francis,Cooke,-1,-1,M,@I1347@,,
Elizabeth,Mitchell,-1,-1,F,@I1348@,@I1346@,@I1345@
John,Washburn,-1,-1,M,@I1349@,,
Mary,Washburn,-1,-1,F,@I1350@,@I1348@,@I1349@
Samuel,Kingsley,-1,-1,M,@I1351@,,
Andrew,Phillips,-1,1716,M,@I1352@,,
Sarah,Smith,-1,-1,F,@I1353@,,
Thomas,Richards,-1,1649,M,@I1354@,,
Wealthian,Loring,-1,-1,F,@I1355@,,
Mary,Richards,-1,-1,F,@I1356@,@I1355@,@I1354@
Thomas,Hinckley,-1,-1,M,@I1357@,,
Samuel,Hinckley,-1,-1,M,@I1358@,@I1356@,@I1357@
Sarah,Pope,-1,-1,F,@I1359@,@I1366@,@I1367@
Wilhelmus Hendrickse,Beekman,1622,1706,M,@I1360@,,
Catalina,De Boogh,-1,-1,F,@I1361@,,
Hendrick Henry,Beekman,-1,-1,M,@I1362@,@I1361@,@I1360@
Johanna,Lopers,-1,-1,F,@I1363@,,
John,Jenney,-1,1642,M,@I1364@,,
Sarah,Carey,-1,-1,F,@I1365@,,
Sarah,Jenney,-1,-1,F,@I1366@,@I1365@,@I1364@
Thomas,Pope,-1,-1,M,@I1367@,,
Abigail,Jenney,-1,-1,F,@I1368@,@I1365@,@I1364@
Henry,Wood,-1,-1,M,@I1369@,,
David,Wood,-1,-1,M,@I1370@,@I1368@,@I1369@
Mary,Barker,-1,-1,F,@I1371@,,
Hester Le,Mahieu,-1,-1,F,@I1372@,,
Robert,Millard,-1,1698,M,@I1373@,,
Elizabeth,Sabin,-1,-1,F,@I1374@,,
Nathaniel,Millard,-1,-1,M,@I1375@,@I1374@,@I1373@
Susanna,Gladding,-1,-1,F,@I1376@,,
Pieter,Tjercks,-1,-1,M,@I1377@,,
Geertruyt Philips,Van Schuylder,-1,-1,F,@I1378@,,
Philip Pieterse,Schuyler,1627,1682,M,@I1379@,@I1378@,@I1377@
Margareta,Van Slichtenhors,-1,-1,F,@I1380@,,
William Henry,Harrison,1773,1841,M,@I1381@,@I1406@,@I1405@
Benjamin,Harrison,1833,1901,M,@I1382@,@I1399@,@I1388@
Anna Tuthill,Symmes,1775,1864,F,@I1383@,@I2302@,@I2303@
Elizabeth Bassett,Harrison,1796,1846,F,@I1384@,@I1383@,@I1381@
John Cleves Symmes,Harrison,1798,1830,M,@I1385@,@I1383@,@I1381@
Lucy Singleton,Harrison,1800,1826,F,@I1386@,@I1383@,@I1381@
William Henry,Harrison,1802,1838,M,@I1387@,@I1383@,@I1381@
John Scott,Harrison,1804,1878,M,@I1388@,@I1383@,@I1381@
Benjamin,Harrison,1806,1840,M,@I1389@,@I1383@,@I1381@
Mary Symmes,Harrison,1809,1842,F,@I1390@,@I1383@,@I1381@
Carter Bassett,Harrison,1811,1839,M,@I1391@,@I1383@,@I1381@
Anna Tuthill,Harrison,1813,1865,F,@I1392@,@I1383@,@I1381@
James Findlay,Harrison,1814,1819,M,@I1393@,@I1383@,@I1381@
John Cleves,Short,1792,1864,M,@I1394@,,
Clarissa,Pike,1803,1837,F,@I1395@,,
David K,Estes,1786,1876,M,@I1396@,,
Jane Findlay,Irwin,1804,1846,F,@I1397@,,
Lucretia Knapp,Johnson,1804,1830,F,@I1398@,,
Elizabeth Ramsey,Irwin,1810,1850,F,@I1399@,,
Louisa Smith,Bonner,-1,-1,F,@I1400@,,
Mary,Raney,-1,1840,F,@I1401@,,
John Henry Fitzhugh,Thornton,1798,1871,M,@I1402@,,
Mary Anne,Sutherland,1814,1893,F,@I1403@,,
William Henry Harrison,Taylor,1813,1894,M,@I1404@,,
Benjamin,Harrison,1726,1791,M,@I1405@,,
Elizabeth,Bassett,1730,1792,F,@I1406@,,
Elizabeth,Bassett,1751,-1,F,@I1407@,@I1406@,@I1405@
Anne,Bassett,1753,1821,F,@I1408@,@I1406@,@I1405@
Benjamin,Bassett,1755,1799,M,@I1409@,@I1406@,@I1405@
Lucy,Bassett,-1,1809,F,@I1410@,@I1406@,@I1405@
