first,last,birth,death,gender,id,mother,father
Elizabeth,Poyntz,-1,1851,F,@I1730@
,Spencer,1835,1910,M,@I1731@,@I1730@,@I398@
Charlotte,Seymour,-1,1903,F,@I1732@
Delia Peel,,1889,1981,F,@I1733@,@I397@,@I396@
Lavinia Annaly,,1899,1955,F,@I1734@,@I397@,@I396@
John of_Althorp,Spencer,1708,1746,M,@I1735@
William_IX of_Hesse-Cassel,,-1,-1,M,@I1736@,@I330@,@I1604@
Ernest_II of_Saxe-Coburg- Saalfeld,,1818,1893,M,@I1737@,@I140@,@I139@
Marie,,-1,-1,F,@I1738@
Philip_III the_Bold,,1245,1285,M,@I1739@,@I2482@,@I1740@
Louis_IX (St._Louis),,1214,1270,M,@I1740@,@I1742@,@I1741@
Louis_VIII the_Lion,,1187,1226,M,@I1741@,@I2477@,@I2451@
Blanche of_Castile,,1188,1252,F,@I1742@,@I1891@
Charles_IV the_Fair,,1294,1328,M,@I1743@,@I2486@,@I1903@
Edward,,-1,-1,M,@I1744@,@I1504@,@I1278@
Beatrice,,-1,-1,F,@I1745@
Ferdinand_III,,1199,1252,M,@I1746@,@I1747@,@I1891@
Berengaria,,1171,1246,F,@I1747@,@I1378@,@I1520@
Sancho_III,,1134,1158,M,@I1748@
Alfonso_X the_Wise,,1226,1284,M,@I1749@,@I1746@
,Unknown,-1,-1,F,@I1750@
Sancho_IV,,1258,1296,M,@I1751@,@I1750@,@I1749@
Gunnor,,-1,-1,M,@I1752@
Athelstan,,-1,-1,,@I1753@,@I1542@,@I1533@
Egbert,,-1,1005,M,@I1754@,@I1542@,@I1533@
Edred,,-1,-1,,@I1755@,@I1542@,@I1533@
Edwy,,-1,1017,,@I1756@,@I1542@,@I1533@
Edward,,-1,-1,M,@I1757@,@I1542@,@I1533@
Edgar,,-1,-1,M,@I1758@,@I1542@,@I1533@
Edith,,-1,-1,F,@I1759@,@I1542@,@I1533@
Elgiva,,-1,-1,F,@I1760@,@I1542@,@I1533@
Wulfhilda,,-1,-1,F,@I1761@,@I1542@,@I1533@
(Daughter),,-1,-1,F,@I1762@,@I1542@,@I1533@
Stephen_I,,975,1038,M,@I1763@
Edmund,,-1,-1,M,@I1764@,@I1544@,@I1543@
Hedwig,,-1,-1,F,@I1765@,@I1763@
Christina,,-1,-1,F,@I1766@,@I1546@,@I1545@
Alfred Athling,,-1,1036,M,@I1767@,@I1532@,@I1533@
Gunhilda,,-1,1038,F,@I1768@,@I1532@,@I1548@
Edric of_Mercia,Streona,-1,-1,M,@I1769@
Uchtred,,-1,-1,M,@I1770@,@I1771@
Waltheof of Northumberland,,-1,-1,M,@I1771@
Ulfcytel of_East_Anglia,Snylling,-1,-1,M,@I1772@
Athelstan,,-1,-1,M,@I1773@
Alfgar of_Mercia,,-1,-1,M,@I1774@
Alfhelm of_Northhampton,,-1,-1,M,@I1775@
Sweyn Forkbeard,,-1,1014,M,@I1776@
Gunhilda,,-1,-1,F,@I1777@,@I1778@
Mieczislaw_I of_Poland,,-1,-1,M,@I1778@
Edgar the_Peaceful,,944,975,M,@I1779@,@I1787@,@I1786@
Elfrida,,-1,1000,F,@I1780@,@I1785@
Ethelfleda,,-1,-1,F,@I1781@,@I1783@
Edward the_Martyr,,-1,-1,M,@I1782@,@I1781@,@I1779@
Ordmaer,,-1,-1,M,@I1783@
Edmund,,-1,970,M,@I1784@,@I1780@,@I1779@
Ordgar of_Devon Ealdorman,,-1,-1,M,@I1785@
Edmund_I the_Elder,,939,946,M,@I1786@,@I1793@,@I1792@
St._Elgiva,,-1,-1,F,@I1787@
Edwy,,-1,-1,M,@I1788@,@I1787@,@I1786@
Elgiva,,-1,-1,F,@I1789@
Ethelfleda of_Domerham,,-1,-1,F,@I1790@,@I1791@
Alfgar of_Wiltshire,,-1,-1,M,@I1791@
Edward the_Elder,,-1,924,M,@I1792@,@I1965@,@I1964@
Edgiva,,-1,-1,F,@I1793@
Edred,,-1,-1,M,@I1794@,@I1793@,@I1792@
Edburh,,-1,-1,F,@I1795@,@I1793@,@I1792@
Edgiva,,-1,-1,F,@I1796@,@I1793@,@I1792@
Louis,,-1,-1,M,@I1797@
Ecgwyn,,-1,-1,F,@I1798@
Athelstan,,895,940,M,@I1799@,@I1798@,@I1792@
Daughter,,-1,-1,F,@I1800@,@I1798@,@I1792@
Sihtric of Northumberland,,-1,-1,M,@I1801@
Elfleda,,-1,-1,F,@I1802@
Ethelwerd,,-1,924,,@I1803@,@I1802@,@I1792@
Edwin,,-1,-1,M,@I1804@,@I1802@,@I1792@
Elfleda,,-1,-1,F,@I1805@,@I1802@,@I1792@
Edgiva,,-1,-1,F,@I1806@,@I1802@,@I1792@
Ethelhilda,,-1,-1,F,@I1807@,@I1802@,@I1792@
Edhilda,,-1,-1,F,@I1808@,@I1802@,@I1792@
Eadgyth (Edith),,-1,-1,F,@I1809@,@I1802@,@I1792@
Elgiva,,-1,-1,F,@I1810@,@I1802@,@I1792@
Charles the_Simple,,-1,-1,M,@I1811@
Hugh the_Great,,-1,-1,M,@I1812@
Otho_I the_Great,,-1,-1,M,@I1813@
Boleslaw_II,,-1,-1,M,@I1814@
Claude,,-1,-1,M,@I1815@
Francis_I,,1494,1547,M,@I1816@,@I1817@,@I2524@
Louise of_Savoy,,1476,1531,F,@I1817@
Donald,,-1,-1,M,@I1818@
Adam of_Rowallan,Mure,-1,-1,M,@I1819@
Hugh,,-1,-1,M,@I1820@
Jean,,-1,-1,F,@I1821@,@I1456@,@I1455@
John,Keith,-1,-1,M,@I1822@
John of_Glamis,Lyon,-1,-1,M,@I1823@
James,Sandilands,-1,-1,M,@I1824@
John,Drummond,-1,-1,M,@I1825@
Arnold,,-1,-1,M,@I1826@
Christian_I,,1426,1481,M,@I1827@
Dorothea,,1430,1495,F,@I1828@,@I2694@
,Unknown,-1,-1,F,@I1829@
Robert,Bruce,-1,1304,M,@I1830@,@I1833@,@I1832@
Margaret of_Carrick,,-1,-1,F,@I1831@
Robert,Bruce,-1,1295,M,@I1832@,@I1836@,@I1835@
Isobel,,-1,1254,F,@I1833@,@I1834@
Gilbert De_Clare of_Gloucester,,-1,-1,M,@I1834@
Robert of_Annandale,Bruce,-1,-1,M,@I1835@
Isobel,,-1,1251,F,@I1836@,@I1838@,@I1837@
David of_Huntingdon,,-1,1219,M,@I1837@,@I2229@,@I2228@
Matilda,,-1,1233,F,@I1838@,@I1839@
Hugh,Keveliock,-1,-1,M,@I1839@
John,Logie,-1,-1,M,@I1840@
Malcolm,Drummond,-1,-1,M,@I1841@
Margaret,,-1,1228,F,@I1842@,@I1838@,@I1837@
Alan,,-1,-1,M,@I1843@
Devorguilla,,-1,1290,F,@I1844@,@I1842@,@I1843@
John,Balliol,-1,-1,M,@I1845@
John,Balliol,-1,1313,M,@I1846@,@I1844@,@I1845@
Isobel,,-1,-1,F,@I1847@,@I1848@
John de_Warenne,,-1,-1,M,@I1848@
Edward,Balliol,-1,1363,M,@I1849@,@I1847@,@I1846@
Baldwin_V of_Flanders,,-1,-1,M,@I1850@
Sybilla,,-1,-1,F,@I1851@,@I1852@
Geoffrey of_Conversano,,-1,-1,M,@I1852@
William Clito of_Flanders,,-1,1128,M,@I1853@,@I1851@,@I1382@
Sybil,,-1,-1,F,@I1854@,@I1855@
Fulke,,-1,-1,M,@I1855@
Adelicia,,-1,-1,F,@I1856@,@I1857@
Reiner of_Montferrat,,-1,-1,M,@I1857@
Isabella,,-1,-1,F,@I1858@,@I1855@
Geoffrey Lower_Lorraine,,-1,-1,M,@I1859@
Matilda,,-1,1120,F,@I1860@,@I1388@,@I1517@
William,,-1,-1,M,@I1861@,@I1388@,@I1517@
Agnes,,-1,-1,F,@I1862@,@I1863@
Giles de_Sulli,,-1,-1,M,@I1863@
Maud,,-1,-1,F,@I1864@,@I1865@
Ingelbert of_Carinthia,,-1,-1,M,@I1865@
Geoffrey_VI of_Anjou,,1134,1158,M,@I1866@,@I1395@,@I1405@
William,,1136,1164,M,@I1867@,@I1395@,@I1405@
William_X of_Aquitaine,,1099,1137,M,@I1868@
Louis_VII the_Younger,,1121,1180,M,@I1869@,@I2453@,@I2452@
William de_Warenne,,-1,-1,M,@I1870@
Theodore of_Flanders,,-1,-1,M,@I1871@
Sancho_VI,,-1,-1,M,@I1872@
Eleanor,,-1,1241,F,@I1873@,@I1506@,@I1377@
Conan of_Brittany,,-1,-1,M,@I1874@
Ranulph,,-1,-1,M,@I1875@
Guy of_Thouars,,-1,-1,M,@I1876@
William of_Gloucester,,-1,-1,M,@I1877@
Geoffrey de_Mandeville,,-1,-1,M,@I1878@
Hubert de_Burgh,,-1,-1,M,@I1879@
Hugh de_la_Marche,le_Brun,-1,-1,M,@I1880@
Raymond of_Provence,,-1,-1,M,@I1881@
Henry,,-1,1271,M,@I1882@,@I596@,@I1367@
William of_Pembroke,Marshal,-1,-1,M,@I1883@
Raymond of_Provence,Berengar,-1,-1,M,@I1884@
William de_Fauquemont of_Montjoye,,-1,-1,M,@I1885@
Alexander_II,,1198,1249,M,@I1886@,@I2232@,@I2231@
Edmund,,-1,1300,M,@I1887@,@I1582@,@I1367@
Richard,,-1,1296,M,@I1888@,@I1582@,@I1367@
Margaret,,-1,-1,F,@I1889@,@I1890@
Richard De_Clare of_Gloucester,,-1,-1,M,@I1890@
Alfonso_IX,,-1,1230,M,@I1891@
Lucienne of_Rochefort,,-1,-1,F,@I1892@
William of_Albemarle,de_Forz,-1,-1,M,@I1893@
Robert,,-1,-1,M,@I1894@,@I1742@,@I1741@
,Unknown,-1,-1,F,@I1895@
Yolande,,-1,-1,F,@I1896@,@I1897@
Robert_IV,,-1,-1,M,@I1897@
Roger of_Harwich,Hayles,-1,-1,M,@I1898@
Piers De_Braose,,-1,-1,M,@I1899@
Ralph,Cobham,-1,-1,M,@I1900@
John,,-1,-1,M,@I1901@
John,Comyn,-1,-1,M,@I1902@
Philip_IV the_Fair,,1268,1314,M,@I1903@,@I2485@,@I1739@
Roger,Mortimer,-1,1360,M,@I1904@,@I1905@
Edmund,Mortimer,-1,-1,M,@I1905@,@I1906@
Roger,Mortimer,-1,1330,M,@I1906@,@I1907@
Edmund,Mortimer,-1,-1,M,@I1907@,@I1909@,@I1908@
Roger,Mortimer,-1,-1,M,@I1908@,@I1911@,@I1910@
Maud,,-1,-1,F,@I1909@,@I2216@,@I1919@
Ralph,Mortimer,-1,-1,M,@I1910@
Gwladus DDU,,-1,-1,F,@I1911@,@I1956@,@I1913@
Reginald De_Braose,,-1,-1,M,@I1912@,@I1921@,@I1920@
Llywelyn Fawr the_Great,,-1,-1,M,@I1913@,@I1953@
Richard,Wellesley,-1,1842,M,@I1914@,@I1916@,@I1915@
Garret of_Mornington,Wellesley,-1,-1,M,@I1915@
Anne,Hill,-1,1831,F,@I1916@,@I1918@
Arthur of_Wellington,Wellesley,-1,-1,M,@I1917@,@I1916@,@I1915@
Arthur Dungannon,Hill,-1,-1,M,@I1918@,@I2186@
William,De_Braose,-1,-1,M,@I1919@,@I1912@
William,De_Braose,-1,-1,M,@I1920@
Bertha,,-1,-1,F,@I1921@,@I1923@,@I1922@
Miles of_Gloucester,,-1,-1,M,@I1922@
Sybil,,-1,-1,F,@I1923@,@I1925@,@I1924@
Bernard of_Neufmarche,,-1,-1,M,@I1924@
Nest,,-1,-1,F,@I1925@,@I1927@,@I1926@
Osbern Fitz Richard,,-1,-1,M,@I1926@
Nest,,-1,-1,F,@I1927@,@I1539@,@I1928@
Gruffydd Ap_Llywelyn,,-1,-1,M,@I1928@,@I1931@,@I1930@
Henry_III,,1017,1056,M,@I1929@
Llywelyn Ap_Seisyll,,-1,-1,M,@I1930@
Angharad,,-1,-1,F,@I1931@,@I1934@
Cynfyn of_Powys,,-1,-1,M,@I1932@
Bleddyn,,-1,-1,M,@I1933@,@I1931@,@I1932@
Maredudd,,-1,-1,M,@I1934@,@I1935@
Owain,,-1,968,M,@I1935@,@I1936@
Hywel Dda (the_Good),,-1,-1,M,@I1936@,@I1937@
Cadell,,-1,909,M,@I1937@,@I1938@
Rhodri Mawr (the_Great),,-1,-1,M,@I1938@
Anarawd,,-1,-1,M,@I1939@,@I1938@
Idwal Foel (the_Bald),,-1,942,M,@I1940@,@I1939@
,Unknown,-1,-1,F,@I1941@
Iago,,-1,-1,M,@I1942@,@I1941@,@I1940@
Ieuaf (Levan),,-1,-1,M,@I1943@,@I1941@,@I1940@
Meurig,,-1,986,M,@I1944@,@I1941@,@I1940@
Hywel (the_Bad),,-1,-1,M,@I1945@,@I1943@
Cadwallon,,-1,-1,M,@I1946@,@I1943@
Cynan,,-1,-1,M,@I1947@,@I1945@
Idwal,,-1,996,M,@I1948@,@I1944@
Iago,,-1,-1,M,@I1949@,@I1948@
Cynan,,-1,-1,M,@I1950@,@I1949@
Gruffydd Ap_Cynan,,-1,-1,M,@I1951@,@I1950@
Owain Gwynedd,,-1,-1,M,@I1952@,@I1951@
Iorwerth Drwyndwn,,-1,-1,M,@I1953@,@I1954@,@I1952@
,Unknown,-1,-1,F,@I1954@
Dafydd,,-1,-1,M,@I1955@,@I1954@,@I1952@
,Unknown,-1,-1,F,@I1956@
Gruffydd,,-1,-1,M,@I1957@,@I1956@,@I1913@
Dafydd,,-1,-1,M,@I1958@,@I1956@,@I1913@
Angharad,,-1,-1,F,@I1959@,@I1956@,@I1913@
Gwenllian,,-1,-1,F,@I1960@,@I1961@
Llywelyn Ap_Gruffydd,,-1,-1,M,@I1961@,@I1957@
Kathryn,,-1,-1,F,@I1962@,@I193@,@I176@
Norissa,,-1,-1,F,@I1963@,@I193@,@I176@
Alfred the_Great,,849,899,M,@I1964@,@I1967@,@I1966@
Ealhswith,,-1,905,F,@I1965@,@I1981@
Ethelwulf,,-1,858,M,@I1966@,@I1974@,@I1973@
Osburh,,-1,846,F,@I1967@,@I1976@
Athelstan,,-1,-1,M,@I1968@,@I1967@,@I1966@
Ethelbald,,-1,860,M,@I1969@,@I1967@,@I1966@
Judith,,-1,-1,F,@I1970@
Ethelbert,,-1,866,M,@I1971@,@I1967@,@I1966@
Ethelred_I,,-1,871,M,@I1972@,@I1967@,@I1966@
Egbert,,-1,839,M,@I1973@,@I2054@
Redburh,,-1,-1,F,@I1974@
Athelstan,,-1,-1,M,@I1975@,@I1974@,@I1973@
Oslac,,-1,-1,M,@I1976@
Ethelswith,,-1,888,F,@I1977@,@I1967@,@I1966@
Ethelhelm,,-1,-1,M,@I1978@,@I1972@
Ethelwald,,-1,-1,M,@I1979@,@I1972@
Burghred,,-1,-1,M,@I1980@
Ethelred,Mucel,-1,-1,M,@I1981@
Ethelwerd,,-1,922,M,@I1982@,@I1965@,@I1964@
Elfwine,,-1,937,M,@I1983@,@I1982@
Ethelwine,,-1,937,M,@I1984@,@I1982@
Ethelfleda,,-1,918,F,@I1985@,@I1965@,@I1964@
Ethelgiva of_Shaftesbury,,-1,-1,F,@I1986@,@I1965@,@I1964@
Elfrida,,-1,-1,F,@I1987@,@I1965@,@I1964@
Baldwin_II of_Flanders,,-1,-1,M,@I1988@
Ethelred of_Mercia,,-1,910,M,@I1989@
Henry_IV,,1050,1106,M,@I1990@,@I1768@,@I1929@
Cerdic,,-1,534,M,@I1991@,@I1995@
Cynric,,-1,560,M,@I1992@,@I1991@
Ceawlin,,-1,593,M,@I1993@,@I1992@
Cutha,,-1,584,M,@I1994@,@I1992@
Elesa,,-1,-1,M,@I1995@,@I1996@
Elsa,,-1,-1,M,@I1996@,@I1997@
Gewis,,-1,-1,M,@I1997@,@I1998@
Wig,,-1,-1,M,@I1998@,@I1999@
Freawine,,-1,-1,M,@I1999@,@I2000@
Frithogar,,-1,-1,M,@I2000@,@I2001@
Brond,,-1,-1,M,@I2001@,@I2002@
Baeldaeg,,-1,-1,M,@I2002@,@I2003@
Woden,,-1,-1,M,@I2003@,@I2004@
Frithuwald,,-1,-1,M,@I2004@,@I2005@
Frealaf,,-1,-1,M,@I2005@,@I2006@
Frithuwulf,,-1,-1,M,@I2006@,@I2007@
Finn,,-1,-1,M,@I2007@,@I2008@
Godwulf,,-1,-1,M,@I2008@,@I2009@
Geata,,-1,-1,M,@I2009@,@I2010@
Taetwa,,-1,-1,M,@I2010@,@I2011@
Beaw,,-1,-1,M,@I2011@,@I2012@
Sceldwa,,-1,-1,M,@I2012@,@I2013@
Heremod,,-1,-1,M,@I2013@,@I2014@
Itermon,,-1,-1,M,@I2014@,@I2015@
Hathra,,-1,-1,M,@I2015@,@I2016@
Hwala,,-1,-1,M,@I2016@,@I2017@
Bedwig,,-1,-1,M,@I2017@,@I2018@
Sceaf,,-1,-1,M,@I2018@
Unknown,,-1,-1,F,@I2019@,@I1995@
Stuf,,-1,-1,M,@I2020@,@I2019@
Wihtgar Isle_of_Wight,,-1,544,M,@I2021@,@I2019@
Ceolric,,-1,597,M,@I2022@,@I1994@
Ceolwulf,,-1,-1,M,@I2023@,@I1994@
Cynegils,,-1,-1,M,@I2024@,@I2022@
Aescwine,,-1,-1,M,@I2025@,@I2026@
Cenfus,,-1,-1,M,@I2026@,@I2027@
Cenferth,,-1,-1,M,@I2027@,@I2028@
Cuthgils,,-1,-1,M,@I2028@,@I2023@
Cwichelm,,-1,636,M,@I2029@,@I2024@
Cenwealh,,-1,-1,M,@I2030@,@I2024@
Centwine,,-1,-1,M,@I2031@,@I2024@
Cyneburh,,-1,-1,F,@I2032@,@I2024@
Cuthred,,-1,-1,,@I2033@,@I2029@
Unknown,,-1,-1,F,@I2034@
Sexburh,,-1,-1,F,@I2035@
Oswald of_Northumbria,,-1,-1,M,@I2036@
Cuthwine,,-1,-1,M,@I2037@,@I1993@
Chad,,-1,-1,M,@I2038@,@I2037@
Cynebald,,-1,-1,M,@I2039@,@I2037@
Cuthwulf (Cutha),,-1,-1,M,@I2040@,@I2037@
Cenbert,,-1,661,M,@I2041@,@I2038@
Cedwalla,,-1,689,M,@I2042@,@I2041@
Mul,,-1,687,M,@I2043@,@I2041@
Oswald,Atheling,-1,729,M,@I2044@,@I2045@
Ethelbald,,-1,-1,M,@I2045@,@I2039@
Ine,,-1,728,M,@I2046@,@I2047@
Cenred,,-1,-1,M,@I2047@,@I2048@
Ceolwald,,-1,-1,M,@I2048@,@I2040@
Ethelburh,,-1,-1,F,@I2049@
Ingild,,-1,718,M,@I2050@,@I2047@
Cwenburh of_Wimborne,,-1,-1,F,@I2051@,@I2047@
Cuthburh,,-1,-1,F,@I2052@,@I2047@
Aldfrid of_Northumbria,,-1,-1,M,@I2053@
Ealhmund of_Kent,,-1,786,M,@I2054@,@I2055@
Eaba,,-1,-1,M,@I2055@,@I2056@
Eoppa,,-1,-1,M,@I2056@,@I2050@
William of_Hainault,,-1,-1,M,@I2057@
Thomas,Holland,-1,-1,M,@I2058@
William,de_Burgh,-1,-1,M,@I2059@
Galeazzo,Visconti,-1,-1,M,@I2060@
Otho of_Montferrat,,-1,-1,M,@I2061@
Pedro_III of_Castile,,-1,-1,M,@I2062@
Payne of_Guienne,Roet,-1,-1,M,@I2063@
Hugh,Swynford,-1,-1,M,@I2064@
Katherine,,-1,-1,F,@I2065@,@I1416@,@I1236@
Henry_III,,1379,1406,M,@I2066@,@I2067@
John_I (Juan),,1358,1390,M,@I2067@,@I2068@
Henry_II (Enrique),,1333,1379,M,@I2068@
Humphrey of_Hereford,De_Bohun,-1,-1,M,@I2069@
Edmund of_Stafford,,-1,-1,M,@I2070@
Humphrey of_Buckingham,,-1,-1,M,@I2071@,@I1343@,@I1242@
Joan,,-1,-1,F,@I2072@,@I1343@,@I1242@
Isabel,,-1,-1,F,@I2073@,@I1343@,@I1242@
Isabelle of_Bavaria,,1371,1435,F,@I2074@
Charles_VI the_Beloved,,1368,1422,M,@I2075@,@I2500@,@I2499@
Robert,Ferrers,-1,-1,M,@I2076@
Margaret,,-1,-1,F,@I2077@,@I2078@
Thomas,Neville,-1,-1,M,@I2078@
Margaret,Beaufort,-1,-1,F,@I2079@,@I1595@,@I1329@
Thomas,Courtenay,-1,-1,M,@I2080@
Eleanor,Beauchamp,-1,-1,F,@I2081@,@I2082@
Richard,Beauchamp,-1,-1,M,@I2082@
Henry,Beaufort,-1,1463,M,@I2083@,@I2081@,@I1335@
Edmund,Beaufort,-1,1471,M,@I2084@,@I2081@,@I1335@
John,Beaufort,-1,1471,M,@I2085@,@I2081@,@I1335@
Eleanor,Beaufort,-1,-1,F,@I2086@,@I2081@,@I1335@
Joan,Beaufort,-1,-1,F,@I2087@,@I2081@,@I1335@
Anne,Beaufort,-1,-1,F,@I2088@,@I2081@,@I1335@
Margaret,Beaufort,-1,-1,F,@I2089@,@I2081@,@I1335@
Elizabeth,Beaufort,-1,-1,F,@I2090@,@I2081@,@I1335@
James of_Wiltshire,Butler,-1,-1,M,@I2091@
Robert,Spencer,-1,-1,M,@I2092@
Robert,St._Lawrence,-1,-1,M,@I2093@
Richard,Fry,-1,-1,M,@I2094@
William,Paston,-1,-1,M,@I2095@
Humphrey,,-1,-1,M,@I2096@
Richard,Darell,-1,-1,M,@I2097@
Henry Fitz,Lewes,-1,-1,M,@I2098@
Thomas of_Wiltshire,Boleyn,-1,1536,M,@I2099@
Joanna the_Mad (Juana),,1479,1555,F,@I2100@,@I841@,@I840@
William,Cavendish,-1,-1,M,@I2101@
Frances,Devereux,-1,1674,F,@I2102@,@I2103@
Robert,Devereux,-1,-1,M,@I2103@
Henry of_Cumberland,Clifford,-1,1569,M,@I2104@
Adrian,Stokes,-1,1581,M,@I2105@
Catherine,Grey,-1,1568,F,@I2106@,@I1427@,@I1430@
Mary,Grey,-1,1578,F,@I2107@,@I1427@,@I1430@
Edward,Seymour,-1,-1,M,@I2108@,@I2393@,@I2392@
Edward Beauchamp,Seymour,-1,1612,M,@I2109@,@I2106@,@I2108@
Thomas,Seymour,-1,1600,M,@I2110@,@I2106@,@I2108@
Isabel,Onley,-1,-1,F,@I2111@
Honora,Rogers,-1,-1,F,@I2112@,@I2113@
Richard,Rogers,-1,-1,M,@I2113@
Frederick Henry,,1614,1629,M,@I2114@,@I728@,@I735@
Philip,,-1,1650,M,@I2115@,@I728@,@I735@
Elizabeth of_Hervorden,,-1,1680,F,@I2116@,@I728@,@I735@
Louisa Hollandine of_Maubisson,,-1,1709,F,@I2117@,@I728@,@I735@
Henrietta Maria,,-1,1651,F,@I2118@,@I728@,@I735@
Charlotte,,-1,1631,F,@I2119@,@I728@,@I735@
William of_Hesse,Landgrave,-1,-1,M,@I2120@
Anne,,-1,-1,F,@I2121@
Sigismund of_Transylvania,Ragotski,-1,-1,M,@I2122@
Frederick Augustus,,-1,1690,M,@I2123@,@I736@,@I758@
Maximilian William,,-1,1726,M,@I2124@,@I736@,@I758@
Charles Philip,,-1,1690,M,@I2125@,@I736@,@I758@
Christian,,-1,1703,M,@I2126@,@I736@,@I758@
Edward,Hyde,-1,-1,M,@I2127@
Anna Maria,,1669,1728,F,@I2128@,@I749@,@I751@
Victor Amadeus_II,,1666,1732,M,@I2129@
Charles_II,,1661,1700,M,@I2130@,@I2416@,@I2131@
Philip_IV,,1605,1665,M,@I2131@,@I1017@,@I2132@
Philip_III,,1578,1621,M,@I2132@,@I2135@,@I870@
Maria of_Portugal,,-1,-1,F,@I2133@
Elizabeth of_France,,1545,1568,F,@I2134@
Anne of_Austria,,1549,1580,F,@I2135@
Don_Carlos,,-1,-1,M,@I2136@,@I2133@,@I870@
James Louis,Sobieski,-1,-1,M,@I2137@,@I2138@
John_III,Sobieski,1624,1696,M,@I2138@
Gustavus Adolphus of_Stolberg-Ged.,,-1,-1,M,@I2139@
George William of_Brunswick,,-1,1726,M,@I2140@
Celle,,-1,-1,F,@I2141@
Frederick_II of_Saxe-Gotha,,-1,-1,M,@I2142@
Magdalena Augusta of_Anhalt-Zerbst,,-1,-1,F,@I2143@
Edward,Walpole,-1,-1,M,@I2144@
James Waldegrave_2nd,,-1,-1,M,@I2145@
Sophia,,-1,1844,F,@I2146@,@I762@,@I336@
Charles Louis Frederick,,-1,-1,M,@I2147@
Elizabeth of_Saxe- Hildburghausen,Albertin,-1,-1,F,@I2148@
Alfonso,,-1,-1,M,@I2149@
Ernest of_Hohenlohe- Langenburg,,-1,-1,M,@I2150@
of_Dalhousie XIII,,-1,-1,M,@I2151@
Katharine Fraser,,1957,-1,F,@I2152@,@I1707@,@I1706@
Alice,,1961,-1,F,@I2153@,@I1707@,@I1706@
Elizabeth,,1963,-1,F,@I2154@,@I1707@,@I1706@
Alistair Arthur of_Connaught_2nd,,-1,1943,M,@I2155@,@I125@,@I122@
Romaine,,-1,-1,F,@I2156@
Janet,Bryce,-1,-1,F,@I2157@
George of_Milford_Haven,,-1,-1,M,@I2158@,@I2156@,@I504@
Ivar,,-1,-1,M,@I2159@,@I2156@,@I504@
of_Mount_Temple,,-1,-1,M,@I2160@
of_Lodesborough,,-1,-1,M,@I2161@
J. Keyes-O'Malley,Hamilton,-1,-1,M,@I2162@
Michael Kelly Bryan,,-1,-1,M,@I2163@
William Kemp,,-1,-1,M,@I2164@
Robin Alexander,,-1,-1,M,@I2165@,@I509@,@I2163@
Maelgwn Fychan,,-1,1257,M,@I2166@
Eleanor,,-1,-1,F,@I2167@,@I1959@,@I2166@
Maredudd Ap_Owain,,-1,1265,M,@I2168@
Owain,,-1,1275,M,@I2169@,@I2167@,@I2168@
Llywelyn,,-1,1309,M,@I2170@,@I2169@
Thomas,,-1,1343,M,@I2171@,@I2170@
Margaret,,-1,-1,F,@I2172@,@I2171@
Tudor Fychan of_Pemmynydd,,-1,-1,M,@I2173@,@I2175@
Maredudd (Meredith),Tudor,-1,-1,M,@I2174@,@I2172@,@I2173@
Goronwy_Ap Tudor,,-1,1331,M,@I2175@,@I2176@
Tudor Hen,,-1,1311,M,@I2176@,@I2177@
Goronwy,,-1,-1,M,@I2177@,@I2179@,@I2178@
Ednyfed Fychan,,-1,-1,M,@I2178@
Gwenllian,,-1,1236,F,@I2179@,@I2180@
Rhys_Ap Gruffydd,,-1,1197,M,@I2180@,@I2181@
Gruffydd,,-1,1137,M,@I2181@,@I2182@
Rhys_Ap Twedwr,,-1,-1,M,@I2182@,@I2183@
Tewdwr Mawr the_Great,,-1,-1,M,@I2183@,@I2184@
Cadell,,-1,-1,M,@I2184@,@I2185@
Einion,,-1,984,M,@I2185@,@I1935@
Michael of_Hillsborough,Hill,-1,-1,M,@I2186@,@I2188@,@I2187@
William,Hill,-1,-1,M,@I2187@
Eleanor,Boyle,-1,-1,F,@I2188@,@I2190@,@I2189@
Michael,Boyle,-1,-1,M,@I2189@
Mary,O'Brien,-1,-1,F,@I2190@,@I2191@
Dermont,O'Brien,-1,1624,M,@I2191@,@I2192@
Murrough,O'Brien,-1,1597,M,@I2192@,@I2193@
Murrough,O'Brien,-1,1573,M,@I2193@,@I2194@
Dermod,O'Brien,-1,1557,M,@I2194@,@I2195@
Murrough,,-1,1551,M,@I2195@,@I2196@
Turlough Don,,-1,-1,M,@I2196@,@I2197@
Teige An_Chomard,,-1,-1,M,@I2197@,@I2198@
Turlough Bog the_Soft,,-1,-1,M,@I2198@,@I2199@
Brian_Catha An_Eanaigh,,-1,-1,M,@I2199@,@I2200@
Mahon Moinmoy,,-1,-1,M,@I2200@,@I2201@
Mortogh,,-1,-1,M,@I2201@,@I2202@
Turlough,,-1,1306,M,@I2202@,@I2203@
Teige Caeluisce,,-1,-1,M,@I2203@,@I2204@
Conor Na_Suidane,,-1,-1,M,@I2204@,@I2205@
Donough Cairbreach,,-1,-1,M,@I2205@,@I2207@,@I2206@
Donnell More,,-1,1194,M,@I2206@,@I2208@
Urlachan,,-1,-1,F,@I2207@,@I2221@
Turlough,,-1,-1,M,@I2208@,@I2209@
Dermot,,-1,-1,M,@I2209@,@I2210@
