first,last,birth,death,gender,id,mother,father
Alfonso_XIII,,1886,1941,M,@I409@,@I682@,@I683@
Louise of_Mecklenburg- Strelitz,,1776,1810,F,@I410@
Frederick William_IV,,1795,1861,M,@I411@,@I410@,@I162@
William_I of_Germany,,1797,1888,M,@I412@,@I410@,@I162@
Frederica,,1799,1800,F,@I413@,@I410@,@I162@
Charles,,1801,1883,M,@I414@,@I410@,@I162@
Charles,,1766,1806,M,@I415@
Ferdinand,,1804,1806,M,@I416@,@I410@,@I162@
Charlemagne,,742,814,M,@I417@,@I2610@,@I2609@
Albert of_Prussia,,1809,1872,M,@I418@,@I410@,@I162@
Hermine of_Reuss,,1887,1947,F,@I419@
William,,1882,-1,M,@I420@,@I402@,@I21@
Eitel Frederick,,1883,-1,M,@I421@,@I402@,@I21@
Adalbert,,1884,1948,M,@I422@,@I402@,@I21@
Augustus William,,1887,1949,M,@I423@,@I402@,@I21@
Oscar,,1888,1958,M,@I424@,@I402@,@I21@
Joachim,,1890,1920,M,@I425@,@I402@,@I21@
Victoria Louise of_Prussia,,1892,1980,F,@I426@,@I402@,@I21@
Augusta of_Saxe-Weimar,,1811,1890,F,@I427@
Louise,,1828,1923,F,@I428@,@I427@,@I412@
Frederick of_Baden,,1826,1907,M,@I429@
Alphonso of_Cavadonga,,1907,1938,M,@I430@,@I27@,@I409@
Don Jamie,,-1,-1,M,@I431@,@I27@,@I409@
Don Juan of_Spain,,1913,-1,M,@I432@,@I27@,@I409@
Beatrice,,1909,-1,F,@I433@,@I27@,@I409@
Maria de_las_Mercedes of_Bourbon,,1910,-1,F,@I434@,@I2637@,@I2636@
Juan Carlos,,1938,-1,M,@I435@,@I434@,@I432@
Marie (Mignon),Hohenzollern,1900,1961,F,@I436@,@I96@,@I309@
Elizabeth of_Romania,Hohenzollern,1894,1956,F,@I437@,@I96@,@I309@
Carol_II,Hohenzollern,1893,1953,M,@I438@,@I96@,@I309@
George_II,Oldenburg,1890,1947,M,@I439@,@I76@,@I405@
Alexander_I of_Yugoslavia,,1888,1934,M,@I440@,@I2531@,@I2530@
Sophia of_Greece,Oldenburg,1938,-1,F,@I441@,@I470@,@I232@
Helen,,1963,-1,F,@I442@,@I441@,@I435@
Christine,,1965,-1,F,@I443@,@I441@,@I435@
Philip of_Asturias,,1968,-1,M,@I444@,@I441@,@I435@
Gustav Adolf,,1906,1947,M,@I445@,@I121@,@I124@
Erik of_Vastmanland,,1889,1918,M,@I446@,@I457@,@I456@
Sigvard Oscar Fredrik,,1907,-1,M,@I447@,@I121@,@I124@
Bertil Gustaf Oscar,,1912,-1,M,@I448@,@I121@,@I124@
Carl Johan Arthur,,1916,-1,M,@I449@,@I121@,@I124@
Olav_V,,1903,1991,M,@I450@,@I17@,@I71@
Martha of_Sweden,,1901,1954,F,@I451@,@I598@,@I597@
Harald,,1937,-1,M,@I452@,@I451@,@I450@
Sonja,Haraldsen,1937,-1,F,@I453@,@I2705@
Martha Louise,,1971,-1,F,@I454@,@I453@,@I452@
Haakon of_Norway,Magnus,1973,-1,M,@I455@,@I453@,@I452@
Gustav_V,,1858,1950,M,@I456@,@I459@,@I458@
Victoria of_Baden,,1862,1930,F,@I457@
Oscar_II,,1829,1907,M,@I458@,@I1614@,@I1613@
Sophia,,1836,1913,F,@I459@,@I579@,@I578@
Eleonore of_Solms- Hohensolms-Lich,,1871,1937,F,@I460@
George Donatus of_Hesse,,1906,1937,M,@I461@,@I460@,@I83@
Louis,,1908,1968,M,@I462@,@I460@,@I83@
Cecilie of_Greece,Mountbatten,1911,1937,F,@I463@,@I101@,@I104@
Margaret,Campbell-Geddes,1913,-1,F,@I464@,@I2632@
Christopher,Oldenburg,1888,1940,M,@I465@,@I228@,@I227@
George,Oldenburg,1869,1957,M,@I466@,@I228@,@I227@
Olga,,-1,-1,F,@I467@,@I228@,@I227@
Michael,Hohenzollern,1921,-1,M,@I468@,@I233@,@I438@
Anne of_Bourbon-Parma,,1923,-1,F,@I469@,@I1054@,@I260@
Frederica of_Hanover,Hanover,1917,1981,F,@I470@,@I426@,@I552@
Constantine_II,Oldenburg,1940,-1,M,@I471@,@I470@,@I232@
Anne-Marie of_Denmark,,1946,-1,F,@I472@,@I1059@,@I608@
Aspasia,Manos,1896,1972,F,@I473@,@I1066@,@I1065@
Alexandra of_Greece,,1921,-1,F,@I474@,@I473@,@I234@
Peter_II of_Yugoslavia,,1923,1970,M,@I475@,@I436@,@I440@
Sophia,,1914,-1,F,@I476@,@I101@,@I104@
Gottfried of_Hohenlohe- Lagenburg,,1897,1960,M,@I477@
Five_children,,-1,-1,M,@I478@,@I147@,@I477@
Berthold of_Baden,,1906,1963,M,@I479@
Four_Children,,-1,-1,M,@I480@,@I148@,@I479@
Christopher of_Hesse,,1901,1944,M,@I481@
George William of_Hanover,,1915,-1,M,@I482@
Eight_children,,-1,-1,M,@I483@,@I476@,@I482@
Ludwig of_Wurttemberg,,-1,-1,M,@I484@
Henriette,,-1,-1,F,@I485@,@I575@,@I574@
Alexander of_Bulgaria,,1857,1893,M,@I486@,@I348@,@I347@
Francis Joseph,,1861,1924,M,@I487@,@I348@,@I347@
Gustav Ernst of_Erbach-Schonb,,1840,1908,M,@I488@
Johanna,Loisinger,1865,1951,F,@I489@,@I2623@
Anna of_Montenegro Princess,,-1,-1,F,@I490@
Alexandra Alexandrovna,Romanov,1842,1849,F,@I491@,@I45@,@I44@
Nicholas Alexandrovich,Romanov,1843,1865,M,@I492@,@I45@,@I44@
Louis_III of_Hesse,,1806,1877,M,@I493@,@I350@,@I349@
Edwina,Ashley,1901,1960,F,@I494@,@I2160@
Mathilde,,1813,1862,F,@I495@,@I1142@,@I1138@
Frederica of_Hesse- Darmstadt,,-1,-1,F,@I496@
Henry,,1838,1900,M,@I497@,@I358@,@I357@
William,,1845,1900,M,@I498@,@I358@,@I357@
Anna,,1843,1865,F,@I499@,@I358@,@I357@
Patricia,Mountbatten,1924,-1,F,@I500@,@I494@,@I103@
Pamela,Mountbatten,1929,-1,F,@I501@,@I494@,@I103@
Nadejda,,1896,1963,F,@I502@,@I1354@,@I155@
Tatiana Elizabeth,Mountbatten,1917,-1,F,@I503@,@I502@,@I102@
David of_Milford_Haven,Mountbatten,1919,1970,M,@I504@,@I502@,@I102@
John Knatchbull,Ulick,1918,-1,M,@I505@
Five_children,,-1,-1,M,@I506@,@I500@,@I505@
David,Hicks,1928,-1,M,@I507@
Two_Children,,-1,-1,M,@I508@,@I501@,@I507@
Iris,Mountbatten,1920,-1,F,@I509@,@I408@,@I26@
Auguste,von_Harrach,1800,1873,F,@I510@
Daughter Stillborn,,-1,-1,F,@I511@,@I410@,@I162@
Frederick,,1833,1834,M,@I512@,@I1029@,@I653@
Rosalie of_Hohenau,von_Rauch,1820,1879,F,@I513@
Himiltude,,-1,-1,F,@I514@
Paul Frederick,,1800,1842,M,@I515@
Marie of_Saxe-Weimar- Eisenach,,1808,1877,F,@I516@
Caroline of_Zweibrucken,,-1,-1,F,@I517@
Cecilie of_Mecklenburg- Schwerin,,1886,1954,F,@I518@
William,,1906,1940,M,@I519@,@I518@,@I420@
Louis Ferdinand of_Prussia,,1907,-1,M,@I520@,@I518@,@I420@
Hubertus,,1909,1950,M,@I521@,@I518@,@I420@
Frederick,,1911,1966,M,@I522@,@I518@,@I420@
Alexandrine,,1915,1980,F,@I523@,@I518@,@I420@
Cecilie,,1917,1975,F,@I524@,@I518@,@I420@
Dorothea,von_Salviati,1907,1972,F,@I525@
Dau._1,,-1,-1,F,@I526@,@I525@,@I519@
Dau._2,,-1,-1,F,@I527@,@I525@,@I519@
Kira of_Russia,,1909,1967,F,@I528@,@I97@,@I158@
Louis_XIII,,1601,1643,M,@I529@,@I741@,@I740@
Joanna of_Austria,,-1,-1,F,@I530@
Francesco_I of_Tuscany Italy,,-1,-1,M,@I531@
Alice de_Courtenay,,-1,-1,F,@I532@
Aymer of_Angouleme,Taillefer,-1,-1,M,@I533@
Dau._2,,-1,-1,F,@I534@,@I528@,@I520@
Dau._3,,-1,-1,F,@I535@,@I528@,@I520@
Maria-Anna,von_Humboldt,1916,-1,F,@I536@
Magdalene,Reuss,1920,-1,F,@I537@
Dau._1,,-1,-1,F,@I538@,@I537@,@I521@
Dau._2,,-1,-1,F,@I539@,@I537@,@I521@
Brigid,Guinness,1920,-1,F,@I540@
Son_1,,-1,-1,M,@I541@,@I540@,@I522@
Son_2,,-1,-1,M,@I542@,@I540@,@I522@
Son_3,,-1,-1,M,@I543@,@I540@,@I522@
Dau._1,,-1,-1,F,@I544@,@I540@,@I522@
Dau._2,,-1,-1,F,@I545@,@I540@,@I522@
Clyde,Harris,-1,-1,M,@I546@
Sophie Charlotte,,1879,1964,F,@I547@
Adelheid of_Saxe- Meiningen,,1891,1971,F,@I548@
Alexandra of_Schleswig-,,1887,1957,F,@I549@
Ina Maria,von_Bassewitz,1888,1973,F,@I550@
Marie Auguste of_Anhalt,,1898,1983,F,@I551@
Ernest Augustus of_Brunswick,Hanover,1887,1953,M,@I552@,@I254@,@I251@
Frederick William_II,,1744,1797,M,@I553@,@I569@,@I568@
Elizabeth Christine of_Brunswick,,1746,1840,F,@I554@
Frederica Charlotte of_Prussia,,1767,1820,F,@I555@,@I554@,@I553@
Frederica of_Hesse- Darmstadt,,1751,1805,F,@I556@,@I517@,@I246@
Christine,,1772,1773,F,@I557@,@I556@,@I553@
Louis,,1773,1796,M,@I558@,@I556@,@I553@
Wilhelmina,,1774,1837,F,@I559@,@I556@,@I553@
Son Stillborn,,-1,-1,M,@I560@,@I556@,@I553@
Augusta,,1780,1841,F,@I561@,@I556@,@I553@
Charles,,1781,1846,M,@I562@,@I556@,@I553@
William,,1783,1851,M,@I563@,@I556@,@I553@
Charles of_Mecklenburg- Strelitz,,-1,-1,M,@I564@
William_I of_Netherlands,,1772,1843,M,@I565@,@I651@,@I650@
William_II of_Hesse,,-1,-1,M,@I566@
Maria Anna of_Hesse,,1785,1846,F,@I567@
Augustus William,,1722,1758,M,@I568@,@I343@,@I761@
Louise of_Brunswick,,1722,1780,F,@I569@
Frederick Henry Charles,,1747,1767,M,@I570@,@I569@,@I568@
Wilhelmine,,1751,1820,F,@I571@,@I569@,@I568@
George Charles Emil,,1758,1759,M,@I572@,@I569@,@I568@
William_V of_Orange,,-1,-1,M,@I573@
Charles Christian of_Nassau-Weilb,,1735,1788,M,@I574@
Caroline,,1743,1787,F,@I575@,@I324@,@I618@
Friedrich Wilhelm of_Nassau-Weilb,,-1,-1,M,@I576@,@I575@,@I574@
Unknown,,-1,-1,F,@I577@
Wilhelm of_Nassau,,-1,-1,M,@I578@,@I577@,@I576@
Unknown,,-1,-1,F,@I579@
Adolphe of_Luxembourg,,-1,-1,M,@I580@,@I579@,@I578@
Unknown,,-1,-1,F,@I581@
Guillaume_IV of_Luxembourg,,-1,-1,M,@I582@,@I581@,@I580@
Unknown,,-1,-1,F,@I583@
Charlotte of_Luxembourg,,-1,-1,F,@I584@,@I583@,@I582@
Unknown,,-1,-1,M,@I585@
Jean of_Luxembourg,,-1,-1,M,@I586@,@I584@,@I585@
Marie-Josephe de_Saxe,,-1,-1,F,@I587@
Vladimir Cyrilovitch,Romanov,1917,-1,M,@I588@,@I97@,@I158@
Leonide Bagration- Moukhransky,,1914,-1,F,@I589@,@I2683@
Gaston,,1608,1660,M,@I590@,@I741@,@I740@
James,,1908,1975,M,@I591@,@I27@,@I409@
Dona_Maria of_Bourbon,,1937,-1,F,@I592@,@I434@,@I432@
Margarite,,1939,-1,F,@I593@,@I434@,@I432@
Alphonso,,1941,1956,M,@I594@,@I434@,@I432@
Maria,,-1,-1,F,@I595@,@I485@,@I484@
Isabella,Marshal,1200,1240,F,@I596@,@I1883@
Charles of_Sweden,,1861,1951,M,@I597@,@I459@,@I458@
Ingeborg of_Denmark,,1878,1958,F,@I598@,@I605@,@I604@
Astrid of_Sweden,,1905,1935,F,@I599@,@I598@,@I597@
Leopold_III,,1901,1983,M,@I600@,@I1119@,@I1118@
Baudouin_I of_the_Belgians,,1930,-1,M,@I601@,@I599@,@I600@
Sibylla of_Saxe-Coburg,,1908,1971,F,@I602@
Carl_XVI Gustav,,1946,-1,M,@I603@,@I602@,@I445@
Frederick_VIII,,1843,1912,M,@I604@,@I226@,@I225@
Louise of_Sweden,,1851,1926,F,@I605@,@I1028@,@I1027@
Christian_X,,1870,1947,M,@I606@,@I605@,@I604@
Alexandrine of_Mecklenburg- Schwerin,,1879,1952,F,@I607@,@I2696@,@I2695@
Frederick_IX,,1899,1972,M,@I608@,@I607@,@I606@
Alexia,Oldenburg,1965,-1,M,@I609@,@I472@,@I471@
Mergrethe_II,,1940,-1,F,@I610@,@I1059@,@I608@
Johann Georg_II of_Anhalt-Dessau,,-1,1693,M,@I611@
Unknown,,-1,-1,F,@I612@
Leopold_I of_Anhalt-Dessau,,-1,-1,M,@I613@,@I612@,@I611@
Henriette Amalie,,-1,-1,F,@I614@,@I612@,@I611@
Heinrich Kasimir of_Nassau-Dietz,,-1,-1,M,@I615@
John William of_Orange,Friso,1686,1711,M,@I616@,@I614@,@I615@
Mary Louise,,1688,1765,F,@I617@
William_IV of_Orange,,1711,1751,M,@I618@,@I617@,@I616@
Charlotte Amalia,,1710,1777,F,@I619@,@I617@,@I616@
Friedrich of_Baden-Durlach,,1703,1732,M,@I620@
Karl Friedrich of_Baden,,-1,-1,M,@I621@,@I619@,@I620@
Unknown,,-1,-1,F,@I622@
Karl Ludwig of_Baden,,-1,-1,M,@I623@,@I622@,@I621@
Unknown,,-1,-1,F,@I624@
Karl of_Baden,,-1,-1,M,@I625@,@I624@,@I623@
Caroline of_Baden,,1776,1841,F,@I626@,@I624@,@I623@
Unknown,,-1,-1,F,@I627@
Marie,,-1,-1,F,@I628@,@I627@,@I625@
William Alexander of_Hamilton,,-1,-1,M,@I629@
Mary,,-1,-1,F,@I630@,@I628@,@I629@
Albert_I of_Monaco,,-1,-1,M,@I631@
Louis_II of_Monaco,,-1,-1,M,@I632@,@I630@,@I631@
Unknown,,-1,-1,F,@I633@
Charlotte,,-1,-1,F,@I634@,@I633@,@I632@
Pierre,de_Polignac,-1,-1,M,@I635@
Rainier_III of_Monaco,,-1,-1,M,@I636@,@I634@,@I635@
Maximilian_I Joseph,Wittelsbach,1756,1825,M,@I637@
Sophie (twin),Wittelsbach,1805,1872,F,@I638@,@I626@,@I637@
Franz Karl of_Austria,,-1,-1,M,@I639@
Otto,,-1,-1,M,@I640@,@I647@,@I646@
Elisabeth Amalia,,-1,-1,F,@I641@,@I647@,@I646@
Unknown,,-1,-1,F,@I642@
Karl_I of_Austria,,-1,-1,M,@I643@,@I642@,@I640@
Unknown,,-1,-1,F,@I644@
Otto of_Austria,,-1,-1,M,@I645@,@I644@,@I643@
Karl Ludwig,,-1,-1,M,@I646@,@I638@,@I639@
Unknown,,-1,-1,F,@I647@
Aloys of_Liechtenstein,,-1,-1,M,@I648@
Franz_Joseph_II of_Liechtenstein,,-1,-1,M,@I649@,@I641@,@I648@
William_V of_Orange,,1748,1806,M,@I650@,@I324@,@I618@
Wilhelmina,,1751,1820,F,@I651@
William_II of_Netherlands,,1792,1849,M,@I652@,@I559@,@I565@
Frederik of_Netherlands,,1797,1881,M,@I653@,@I559@,@I565@
Anna Pavlovna,,1795,1865,F,@I654@,@I1295@,@I1294@
William_III of_Netherlands,,1817,1890,M,@I655@,@I654@,@I652@
Emma of_Netherlands,,1858,1934,F,@I656@,@I1216@,@I19@
Wilhelmina of_Netherlands,,1880,1962,F,@I657@,@I656@,@I655@
Henry of_Mecklenburg,,1876,1934,M,@I658@,@I1214@,@I1213@
Juliana of_Netherlands,,1909,-1,F,@I659@,@I657@,@I658@
Bernhard of_Lippe- Biesterfeld,,1911,-1,M,@I660@
Beatrix of_Netherlands,,1938,-1,F,@I661@,@I659@,@I660@
Unknown,,-1,-1,F,@I662@
Leopold_II of_Anhalt-Dessau,,-1,-1,M,@I663@,@I662@,@I613@
Unknown,,-1,-1,F,@I664@
Agnes,,-1,-1,F,@I665@,@I664@,@I663@
Johann,Just,-1,-1,M,@I666@
Agnes,,-1,-1,F,@I667@,@I665@,@I666@
Ernst von_Seherr-Thoss,,-1,-1,M,@I668@
Hermann von_Seherr-Thoss,,-1,-1,M,@I669@,@I667@,@I668@
Unknown,,-1,-1,F,@I670@
Marguerite,,-1,-1,F,@I671@,@I670@,@I669@
Lajos Apponyi_de Nagy-Appony,,-1,-1,M,@I672@
Cyula Apponyi_de Nagy-Appony,,-1,-1,M,@I673@,@I671@,@I672@
Unknown,,-1,-1,F,@I674@
Geraldine,,-1,-1,F,@I675@,@I674@,@I673@
Zog_I of_Albania,,-1,-1,M,@I676@
Leka_I of_Albania,,-1,-1,M,@I677@,@I675@,@I676@
Karl of_Austria,,-1,-1,M,@I678@
Henriette,,-1,-1,F,@I679@
Karl Ferdinand,,-1,-1,M,@I680@,@I679@,@I678@
Unknown,,-1,-1,F,@I681@
Maria Cristina of_Austria,,1858,1929,F,@I682@,@I681@,@I680@
Alfonso_XII,,1857,1885,M,@I683@,@I1244@,@I1245@
Joseph of_Austria,,-1,-1,M,@I684@
Elisabeth of_Austria,,-1,-1,F,@I685@,@I595@,@I684@
Ferdinand of_Austria-Este,,-1,-1,M,@I686@
Maria Theresa,,1849,1919,F,@I687@,@I685@,@I686@
Ludwig_III,Wittelsbach,1845,1921,M,@I688@,@I1179@,@I1150@
Rupprecht of_Bavaria,,1869,1955,M,@I689@,@I687@,@I688@
Maria Gabriele of_Bavaria,,1878,1912,F,@I690@,@I1202@,@I1197@
Albrecht (Albert),,1905,-1,M,@I691@,@I690@,@I689@
George of_Denmark,,1653,1708,M,@I692@,@I1631@,@I1630@
Anne,Stuart,1665,1714,F,@I693@,@I707@,@I706@
Daughter,,1684,1684,F,@I694@,@I693@,@I692@
Mary,,1685,1687,F,@I695@,@I693@,@I692@
Anne Sophia,,1686,1687,F,@I696@,@I693@,@I692@
Son,,1687,1687,M,@I697@,@I693@,@I692@
William of_Gloucester,,1689,1700,M,@I698@,@I693@,@I692@
Mary,,1690,1690,F,@I699@,@I693@,@I692@
George,,1692,1692,M,@I700@,@I693@,@I692@
Daughter,,1693,1693,F,@I701@,@I693@,@I692@
Daughter,,1696,1696,F,@I702@,@I693@,@I692@
Son,,1696,1696,M,@I703@,@I693@,@I692@
Son,,1698,1698,M,@I704@,@I693@,@I692@
Daughter,,1700,1700,F,@I705@,@I693@,@I692@
James_II,Stuart,1633,1701,M,@I706@,@I739@,@I730@
Anne,Hyde,-1,1671,F,@I707@,@I2127@
Charles of_Cambridge,,1660,1661,M,@I708@,@I707@,@I706@
Mary_II,,1662,1694,F,@I709@,@I707@,@I706@
James of_Cambridge,,1663,1667,M,@I710@,@I707@,@I706@
Charles,,1666,1667,M,@I711@,@I707@,@I706@
Edgar of_Cambridge,,1667,1669,M,@I712@,@I707@,@I706@
Henrietta,,1669,1669,F,@I713@,@I707@,@I706@
Catherine,,1671,1671,F,@I714@,@I707@,@I706@
Mary Beatrice of_Modena,,1658,1718,F,@I715@,@I756@,@I755@
Catherine Laura,Stuart,-1,1675,F,@I716@,@I715@,@I706@
Charles of_Cambridge,Stuart,1677,1677,M,@I717@,@I715@,@I706@
Charlotte Maria,Stuart,1682,1682,F,@I718@,@I715@,@I706@
James Francis Edward,Stuart,1688,1766,M,@I719@,@I715@,@I706@
Louisa Maria Theresa,Stuart,1692,1712,F,@I720@,@I715@,@I706@
Maria Casimire Clementina,Sobieska,1702,1735,F,@I721@,@I2137@
Charles Edward Louis,Stuart,1720,1788,M,@I722@,@I721@,@I719@
Henry Benedict Thomas,Stuart,1725,1807,M,@I723@,@I721@,@I719@
Louise Maximilienne Caroline,,1752,1824,F,@I724@,@I2139@
James_I,Stuart,1566,1625,M,@I725@,@I1247@,@I1249@
Anne of_Denmark,,1574,1619,F,@I726@,@I738@,@I737@
Henry Frederick,Stuart,1594,1612,M,@I727@,@I726@,@I725@
Elizabeth,Stuart,1596,1662,F,@I728@,@I726@,@I725@
Margaret,Stuart,1598,1600,F,@I729@,@I726@,@I725@
Charles_I,Stuart,1600,1649,M,@I730@,@I726@,@I725@
Robert,Stuart,1602,1602,M,@I731@,@I726@,@I725@
Son,,1603,1603,M,@I732@,@I726@,@I725@
Mary,Stuart,1605,1607,F,@I733@,@I726@,@I725@
Sophia,Stuart,1606,1606,F,@I734@,@I726@,@I725@
Frederick_V of_Palatinate,,1596,1632,M,@I735@
Sophia,Hanover,1630,1714,F,@I736@,@I728@,@I735@
Frederick_II of_Denmark and_Norway,,1534,1588,M,@I737@,@I1633@,@I1632@
Sophia of_Mecklenburg- Gustrow,,1557,1631,F,@I738@
Henrietta Maria of_France,,1609,1669,F,@I739@,@I741@,@I740@
Henry_IV the_Great,,1553,1610,M,@I740@,@I198@,@I1215@
Marie,de'_Medici,1573,1642,F,@I741@,@I530@,@I531@
Charles James,Stuart,1629,1629,M,@I742@,@I739@,@I730@
Charles_II,Stuart,1630,1685,M,@I743@,@I739@,@I730@
Mary,Stuart,1631,1660,F,@I744@,@I739@,@I730@
Elizabeth,Stuart,1635,1650,F,@I745@,@I739@,@I730@
Anne,Stuart,1637,1640,F,@I746@,@I739@,@I730@
Catherine,Stuart,1639,1639,F,@I747@,@I739@,@I730@
Henry of_Gloucester,Stuart,1640,1660,M,@I748@,@I739@,@I730@
Henrietta Anne,Stuart,1644,1670,F,@I749@,@I739@,@I730@
William_II of_Orange,,1626,1650,M,@I750@
Philippe of_Orleans,,1641,1701,M,@I751@,@I920@,@I529@
Catherine of_Braganza,,1638,1705,F,@I752@,@I754@,@I753@
John_IV the_Fortunate,,1605,1656,M,@I753@
Luiza Maria,de_Guzman,-1,-1,F,@I754@
Alfonso_IV,d'Este,-1,-1,M,@I755@
Laura,Mortinozzi,-1,-1,F,@I756@
William_III of_Orange,Stuart,1650,1702,M,@I757@,@I744@,@I750@
Ernest Augustus of_Brunswick,,1629,1698,M,@I758@
George_I of_Saxe- Meiningen,,-1,-1,M,@I759@
Louisa Eleonora of_Hohenlohe-,,-1,-1,F,@I760@
Frederick William_I,,1688,1740,M,@I761@,@I771@,@I772@
Maria of_Waldegrave,Walpole,-1,1790,F,@I762@,@I2144@
Anne,Horton,-1,1808,F,@I763@
Christian_VII,,1749,1808,M,@I764@,@I331@,@I344@
Charles Louis,,-1,1680,M,@I765@,@I728@,@I735@
Rupert of_Cumberland,,1619,1682,M,@I766@,@I728@,@I735@
Maurice,,-1,1654,M,@I767@,@I728@,@I735@
Edward,,-1,-1,M,@I768@,@I728@,@I735@
Charlotte,Landgrave,-1,-1,F,@I769@,@I2120@
Ernest Augustus,,-1,-1,M,@I770@,@I736@,@I758@
Sophia Charlotte,,1668,1705,F,@I771@,@I736@,@I758@
Frederick_I,,1657,1713,M,@I772@
Henry_VII,Tudor,1457,1509,M,@I773@,@I1255@,@I1254@
Elizabeth of_York,,1466,1503,F,@I774@,@I998@,@I991@
Arthur,Tudor,1486,1502,M,@I775@,@I774@,@I773@
Margaret,Tudor,1489,1541,F,@I776@,@I774@,@I773@
John Crocker,Bulteel,-1,1843,M,@I777@
Elizabeth,Grey,-1,1880,F,@I778@
Horace Beauchamp,Seymour,1791,1856,M,@I779@,@I2302@,@I2301@
Elizabeth Malet,Palk,-1,1827,F,@I780@
George John,Spencer,1758,1834,M,@I781@,@I1292@,@I1291@
Lavinia,Bingham,-1,1831,F,@I782@,@I1729@
Henry,Baring,-1,1848,M,@I783@
Cecilia Anne,Windham,-1,1874,F,@I784@
,,-1,1870,M,@I785@
Anne,Gore,-1,1877,F,@I786@
Louisa Jane,Russell,-1,1905,F,@I787@,@I1722@
,,-1,1885,M,@I788@
George Charles,Bingham,1800,1888,M,@I789@,@I1728@
Anne,Brudenell,-1,1877,F,@I790@
Caroline,Paget,-1,1874,F,@I791@
Charles Lennox of_Richmond,,1791,1860,M,@I792@,@I1716@
David,Gill,-1,-1,M,@I793@
Sarah,Ogston,-1,-1,F,@I794@
William Smith,Marr,-1,1898,M,@I795@
Helen,Bean,-1,1852,F,@I796@
William,Littlejohn,-1,1888,M,@I797@
Janet,Bentley,-1,1848,F,@I798@
James,Crombie,-1,1878,M,@I799@
Katherine Scott,Forbes,-1,1893,F,@I800@
Gabriella Marina Alexandra,Windsor,1981,-1,F,@I801@,@I319@,@I107@
Thomas,Troubridge,-1,-1,M,@I802@
John_Charles of_Buccleuch VII,,-1,-1,M,@I803@
Peter,Shand-Kydde,-1,-1,M,@I804@
Unknown,,-1,-1,F,@I805@
Barbara,Cartland,1900,-1,F,@I806@,@I2996@,@I2995@
Robert,Fellowes,1941,-1,M,@I807@,@I810@
Laura Jane,Fellowes,1980,-1,F,@I808@,@I241@,@I807@
Neil,McCorquodale,1951,-1,M,@I809@
William,Fellowes,-1,-1,M,@I810@
Andrew,Ferguson,1899,1966,M,@I811@,@I2947@,@I814@
Marian -Scott,Montagu-Douglas-,1980,-1,F,@I812@,@I2946@
John Andrew,Ferguson,-1,-1,M,@I813@,@I812@,@I811@
Algernon Francis,Ferguson,1867,1943,M,@I814@,@I815@
John,Ferguson,-1,-1,M,@I815@,@I817@,@I816@
Thomas,Ferguson,-1,-1,M,@I816@,@I818@
Emma,Benyon,-1,-1,F,@I817@
John,Ferguson,-1,-1,M,@I818@,@I819@
James,Ferguson,-1,1789,M,@I819@
Fitzherbert,Wright,1905,1975,M,@I820@,@I2937@,@I2936@
Doreen,Wingfield,1904,-1,F,@I821@,@I2933@
Jane Louisa,Ferguson,1957,-1,F,@I822@,@I170@,@I169@
Hector,Barrantes,1939,1990,M,@I823@
Louise,,-1,1967,F,@I824@
Alex,Makim,1951,-1,M,@I825@
Seamus,Makim,1980,-1,M,@I826@,@I822@,@I825@
Beatrice Elizabeth Mary,Windsor,1988,-1,F,@I827@,@I168@,@I60@
Henry_VIII,Tudor,1491,1547,M,@I828@,@I774@,@I773@
Elizabeth,Tudor,1492,1495,F,@I829@,@I774@,@I773@
Mary,Tudor,1496,1533,F,@I830@,@I774@,@I773@
Edmund,Tudor,1499,1500,M,@I831@,@I774@,@I773@
Katherine,Tudor,1503,1503,F,@I832@,@I774@,@I773@
Catherine of_Aragon,,1485,1536,F,@I833@,@I841@,@I840@
James_IV,,1473,1513,M,@I834@,@I1469@,@I1252@
James_V,,1512,1542,M,@I835@,@I776@,@I834@
Archibald,Douglas,-1,1557,M,@I836@
Henry,Stewart,-1,1551,M,@I837@
Louis_XII,,1462,1515,M,@I838@,@I2546@,@I1260@
Charles,Brandon,-1,1545,M,@I839@
Ferdinand_V,,1452,1516,M,@I840@
Isabella,,1451,1504,F,@I841@,@I2443@,@I2442@
Daughter,Tudor,1510,1510,F,@I842@,@I833@,@I828@
Henry_(1),Tudor,1511,1511,M,@I843@,@I833@,@I828@
Henry_(2),Tudor,1513,1513,M,@I844@,@I833@,@I828@
Son,Tudor,1514,1514,M,@I845@,@I833@,@I828@
Mary_I,Tudor,1516,1558,F,@I846@,@I833@,@I828@
Daughter,Tudor,1518,1518,F,@I847@,@I833@,@I828@
Anne,Boleyn,1501,1536,F,@I848@,@I2337@,@I2099@
Elizabeth_I,Tudor,1533,1603,F,@I849@,@I848@,@I828@
Son,Tudor,1536,1536,M,@I850@,@I848@,@I828@
Jane,Seymour,1505,1537,F,@I851@,@I861@,@I860@
Edward_VI,Tudor,1537,1553,M,@I852@,@I851@,@I828@
Anne of_Cleves,,1515,1557,F,@I853@,@I855@,@I854@
John_III,,-1,-1,M,@I854@
Marie of_Julich,,-1,-1,F,@I855@
Catherine,Howard,1520,1542,F,@I856@,@I858@,@I857@
Edmund,Howard,-1,1513,M,@I857@,@I2342@,@I2341@
Joyce,Culpeper,-1,-1,F,@I858@
